,ID_Start_Location,freq.loc,Start_Lat,Start_Lng,End_Lat,End_Lng,Start_Time,End_Time,differ_HHMM,Start_hms,End_hms,Year,Month,Day,Date,Start_Hour_numric,End_Hour_numric,Accident.Description,Severity,Distance.mi.,Traffic.Speed,Traffic.Speed.No.Accident,Number,Street,Street_Category,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Weather_Condition_Timestamp,Temperature.F.,Nautical_Twilight,Astronomical_Twilight,Wind_Chill.F.,Humidity...,Pressure.in.,Visibility.mi.,Wind_Direction,Wind_Speed.mph.,Precipitation.in.,Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Civil_Twilight,Nautical_Twilight.1,Astronomical_Twilight.1.1,Astronomical_Twilight.1
325,71,24,40.7401,-73.84543,40.7401,-73.84543,2018-07-21 6:13,2018-07-21 6:43,0:30,6:13:00,6:43:00,2018,7,21,2018-07-21,6,6,Two lanes blocked,3,0,29,82,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2018-07-21 5:51,2018-07-21 5:51,69.1,Day,Day,0,73,30.08,10,ENE,5.8,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
326,71,24,40.7401,-73.84543,40.7401,-73.84543,2017-10-06 7:52,2017-10-06 8:22,0:30,7:52:00,8:22:00,2017,10,6,2017-10-06,7,8,Two lanes blocked,3,0,22,72,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2017-10-06 7:51,2017-10-06 7:51,70,Day,Day,0,73,30.11,10,NW,5.8,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
327,71,24,40.7401,-73.84543,0,0,2017-03-28 8:12,2017-03-28 8:42,0:30,8:12:00,8:42:00,2017,3,28,2017-03-28,8,8,One lane blocked ,2,0.01,24,77,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2017-03-28 8:10,2017-03-28 8:10,43,Day,Day,37.7,86,29.97,3,NE,9.2,0,Overcast,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
328,71,24,40.7401,-73.84543,0,0,2016-11-17 9:56,2016-11-17 10:26,0:30,9:56:00,10:26:00,2016,11,17,2016-11-17,9,10,Two lanes blocked,3,0.01,28,78,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2016-11-17 9:51,2016-11-17 9:51,57.9,Day,Day,0,58,30.01,10,NW,13.8,0,Clear,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
329,71,24,40.7401,-73.84543,0,0,2017-03-15 10:27,2017-03-15 10:57,0:30,10:27:00,10:57:00,2017,3,15,2017-03-15,10,10,Right lane blocked,3,0.01,32,87,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2017-03-15 10:51,2017-03-15 10:51,26.1,Day,Day,11.6,49,29.6,10,West,21.9,0,Overcast,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
330,71,24,40.7401,-73.84543,40.7401,-73.84543,2017-06-09 10:48,2017-06-09 11:18,0:30,10:48:00,11:18:00,2017,6,9,2017-06-09,10,11,One lane blocked ,3,0,32,88,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2017-06-09 10:51,2017-06-09 10:51,71.1,Day,Day,0,44,29.75,10,WNW,12.7,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
331,71,24,40.7401,-73.84543,40.7401,-73.84543,2018-08-15 12:34,2018-08-15 13:03,0:29,12:34:00,13:03:00,2018,8,15,2018-08-15,12,13,Two lanes blocked,3,0,19,86,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2018-08-15 12:51,2018-08-15 12:51,86,Day,Day,0,49,29.91,10,NW,10.4,0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
332,71,24,40.7401,-73.84543,40.7401,-73.84543,2018-10-28 14:05,2018-10-28 14:34,0:29,14:05:00,14:34:00,2018,10,28,2018-10-28,14,14,Two lanes blocked,2,0,23,80,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2018-10-28 13:51,2018-10-28 13:51,53.1,Day,Day,0,59,29.77,10,West,13.8,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
333,71,24,40.7401,-73.84543,40.7401,-73.84543,2018-05-04 15:26,2018-05-04 16:26,1:00,15:26:00,16:26:00,2018,5,4,2018-05-04,15,16,Two lanes blocked,3,0,20,88,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2018-05-04 15:51,2018-05-04 15:51,81,Day,Day,0,49,29.83,10,South,12.7,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
334,71,24,40.7401,-73.84543,40.7401,-73.84543,2018-06-11 15:40,2018-06-11 16:10,0:30,15:40:00,16:10:00,2018,6,11,2018-06-11,15,16,Right lane blocked,2,0,26,75,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2018-06-11 15:51,2018-06-11 15:51,69.1,Day,Day,0,49,30.09,10,NE,13.8,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
335,71,24,40.7401,-73.84543,0,0,2017-01-02 16:43,2017-01-02 17:28,0:45,16:43:00,17:28:00,2017,1,2,2017-01-02,16,17,One lane blocked ,3,0.01,22,73,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2017-01-02 16:46,2017-01-02 16:46,39.2,Day,Day,31.2,93,30.4,1.5,NE,13.8,0.02,Light Rain,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
336,71,24,40.7401,-73.84543,40.7401,-73.84543,2017-07-26 16:49,2017-07-26 17:34,0:45,16:49:00,17:34:00,2017,7,26,2017-07-26,16,17,Right lane blocked,2,0,27,82,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2017-07-26 16:51,2017-07-26 16:51,75.9,Day,Day,0,52,30.17,10,SSE,9.2,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
337,71,24,40.7401,-73.84543,40.7401,-73.84543,2017-06-16 17:56,2017-06-16 18:40,0:44,17:56:00,18:40:00,2017,6,16,2017-06-16,17,18,Right lane blocked,2,0,20,72,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2017-06-16 17:51,2017-06-16 17:51,64.9,Day,Day,0,90,29.93,10,NE,13.8,0,Overcast,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
338,71,24,40.7401,-73.84543,40.7401,-73.84543,2016-08-02 19:33,2016-08-02 20:32,0:59,19:33:00,20:32:00,2016,8,2,2016-08-02,19,20,Right lane blocked,3,0,28,85,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2016-08-02 19:51,2016-08-02 19:51,73.9,Day,Day,0,66,30.11,10,NE,9.2,0,Scattered Clouds,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
339,71,24,40.7401,-73.84543,0,0,2016-10-14 19:47,2016-10-14 20:31,0:44,19:47:00,20:31:00,2016,10,14,2016-10-14,19,20,Three lanes blocked,2,0.01,32,85,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2016-10-14 19:51,2016-10-14 19:51,60.1,Night,Night,0,42,30.33,10,NNE,5.8,0,Scattered Clouds,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Night,Night
340,71,24,40.7401,-73.84543,40.7401,-73.84543,2017-06-22 19:33,2017-06-22 20:17,0:44,19:33:00,20:17:00,2017,6,22,2017-06-22,19,20,Right lane blocked,3,0,28,87,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2017-06-22 19:51,2017-06-22 19:51,78.1,Day,Day,0,68,29.9,10,South,9.2,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
341,71,24,40.7401,-73.84543,0,0,2017-03-28 20:36,2017-03-28 21:21,0:45,20:36:00,21:21:00,2017,3,28,2017-03-28,20,21,Right lane blocked,3,0.01,38,82,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2017-03-28 20:28,2017-03-28 20:28,43,Night,Day,36.8,86,29.93,3,NNE,11.5,0.06,Light Rain,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Day,Day
342,71,24,40.7401,-73.84543,0,0,2017-04-11 20:27,2017-04-11 21:11,0:44,20:27:00,21:11:00,2017,4,11,2017-04-11,20,21,One lane blocked ,3,0.01,38,82,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2017-04-11 20:51,2017-04-11 20:51,64.9,Day,Day,0,61,30.07,10,South,4.6,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Night,Day,Day,Day
343,71,24,40.7401,-73.84543,40.7401,-73.84543,2017-08-11 20:16,2017-08-11 21:01,0:45,20:16:00,21:01:00,2017,8,11,2017-08-11,20,21,Right lane blocked,2,0,39,82,0,Grand Central Pkwy W,County Highways,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2017-08-11 19:51,2017-08-11 19:51,75,Day,Day,0,69,30.05,10,South,12.7,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
344,31,6,40.74058,-73.83694,40.74687,-73.83463,2020-04-14 3:55,2020-04-14 4:44,0:49,3:55:00,4:44:00,2020,4,14,2020-04-14,3,4,Road closed,4,0.451,0,76,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2020-04-14 3:51,2020-04-14 3:51,50,Night,Night,50,52,29.95,10,NW,21,0,Partly Cloudy / Windy,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Night,Night
345,31,6,40.74058,-73.83694,40.74687,-73.83463,2020-04-14 6:02,2020-04-14 6:42,0:40,6:02:00,6:42:00,2020,4,14,2020-04-14,6,6,Road closed,4,0.451,0,82,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2020-04-14 5:51,2020-04-14 5:51,49,Day,Day,42,50,29.97,10,NW,18,0,Fair,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
346,31,6,40.74058,-73.83694,40.74687,-73.83463,2020-04-14 6:14,2020-04-14 6:44,0:30,6:14:00,6:44:00,2020,4,14,2020-04-14,6,6,Road closed,4,0.451,0,82,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2020-04-14 5:51,2020-04-14 5:51,49,Day,Day,42,50,29.97,10,NW,18,0,Fair,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
347,31,6,40.74058,-73.83694,40.74687,-73.83463,2020-04-14 7:02,2020-04-14 7:32,0:30,7:02:00,7:32:00,2020,4,14,2020-04-14,7,7,Road closed,4,0.451,0,82,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2020-04-14 6:51,2020-04-14 6:51,48,Day,Day,43,54,30,10,NNW,12,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
348,31,6,40.74058,-73.83694,40.74687,-73.83463,2020-04-14 7:02,2020-04-14 7:32,0:30,7:02:00,7:32:00,2020,4,14,2020-04-14,7,7,Road closed,4,0.451,0,88,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2020-04-14 6:51,2020-04-14 6:51,48,Day,Day,43,54,30,10,NNW,12,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
349,31,6,40.74058,-73.83694,40.74687,-73.83463,2020-04-14 7:02,2020-04-14 7:32,0:30,7:02:00,7:32:00,2020,4,14,2020-04-14,7,7,Road closed,4,0.451,0,89,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2020-04-14 6:51,2020-04-14 6:51,48,Day,Day,43,54,30,10,NNW,12,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
350,23,8,40.7416,-73.83748,40.74606,-73.83591,2019-02-18 1:23,2019-02-18 1:53,0:30,1:23:00,1:53:00,2019,2,18,2019-02-18,1,1,Right lane blocked,2,0.319,42,89,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2019-02-18 1:13,2019-02-18 1:13,33.1,Night,Night,25.5,89,29.92,6,ENE,9.2,0.01,Light Rain,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Night,Night
351,23,8,40.7416,-73.83748,40.74606,-73.83591,2019-10-30 10:37,2019-10-30 11:05,0:28,10:37:00,11:05:00,2019,10,30,2019-10-30,10,11,Right lane blocked,2,0.319,35,86,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2019-10-30 10:36,2019-10-30 10:36,59,Day,Day,59,96,30.25,1,NE,10,0,Fog,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
352,23,8,40.7416,-73.83748,40.74649,-73.83554,2019-02-20 13:11,2019-02-20 13:41,0:30,13:11:00,13:41:00,2019,2,20,2019-02-20,13,13,Two lanes blocked,3,0.353,19,82,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2019-02-20 13:11,2019-02-20 13:11,27,Day,Day,19.5,85,30.52,0.5,SE,6.9,0.02,Light Snow,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
353,23,8,40.7416,-73.83748,40.74606,-73.83591,2019-08-12 13:13,2019-08-12 13:41,0:28,13:13:00,13:41:00,2019,8,12,2019-08-12,13,13,Two lanes blocked,3,0.319,19,76,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2019-08-12 12:51,2019-08-12 12:51,85,Day,Day,85,31,29.94,10,W,10,0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
354,23,8,40.7416,-73.83748,40.74606,-73.83591,2017-09-19 14:44,2017-09-19 20:44,6:00,14:44:00,20:44:00,2017,9,19,2017-09-19,14,20,Right lane blocked,2,0.319,23,82,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2017-09-19 14:51,2017-09-19 14:51,73.9,Day,Day,0,79,29.92,9,NE,19.6,0,Light Rain,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
355,23,8,40.7416,-73.83748,40.7416,-73.83748,2020-04-01 20:19,2020-04-01 21:04,0:45,20:19:00,21:04:00,2020,4,1,2020-04-01,20,21,Two lanes blocked,3,0,38,82,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2020-04-01 19:51,2020-04-01 19:51,52,Day,Day,52,37,29.71,10,N,12,0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Night,Day,Day,Day
356,23,8,40.7416,-73.83748,40.7416,-73.83748,2020-06-10 20:11,2020-06-10 20:56,0:45,20:11:00,20:56:00,2020,6,10,2020-06-10,20,20,Right lane blocked,2,0,39,82,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2020-06-10 19:51,2020-06-10 19:51,75,Day,Day,75,73,29.92,10,S,16,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
357,23,8,40.7416,-73.83748,40.74606,-73.83591,2019-05-30 21:43,2019-05-30 22:10,0:27,21:43:00,22:10:00,2019,5,30,2019-05-30,21,22,Right lane blocked,2,0.319,41,88,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2019-05-30 21:51,2019-05-30 21:51,63,Night,Day,63,93,29.67,10,E,3,0,Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Day,Day
358,94,10,40.74324,-73.83762,0,0,2016-11-06 1:53,2016-11-06 2:22,0:29,1:53:00,2:22:00,2016,11,6,2016-11-06,1,2,Right lane blocked,3,0.01,39,83,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2016-11-06 1:51,2016-11-06 1:51,57.9,Night,Night,0,58,30.1,10,WNW,13.8,0,Scattered Clouds,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Night,Night
359,94,10,40.74324,-73.83762,40.74324,-73.83762,2018-02-27 4:03,2018-02-27 4:33,0:30,4:03:00,4:33:00,2018,2,27,2018-02-27,4,4,Two lanes blocked,3,0,43,88,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2018-02-27 3:51,2018-02-27 3:51,41,Night,Night,36.4,47,30.33,10,NW,6.9,0,Clear,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Night,Night
360,94,10,40.74324,-73.83762,40.74324,-73.83762,2018-06-14 9:27,2018-06-14 9:56,0:29,9:27:00,9:56:00,2018,6,14,2018-06-14,9,9,Right lane blocked,3,0,28,79,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2018-06-14 9:51,2018-06-14 9:51,75,Day,Day,0,37,29.78,10,WNW,17.3,0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
361,94,10,40.74324,-73.83762,40.74324,-73.83762,2017-07-28 11:26,2017-07-28 11:53,0:27,11:26:00,11:53:00,2017,7,28,2017-07-28,11,11,Right lane blocked,3,0,33,82,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2017-07-28 11:51,2017-07-28 11:51,80.1,Day,Day,0,64,29.86,10,ENE,10.4,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
362,94,10,40.74324,-73.83762,40.74324,-73.83762,2018-03-13 11:01,2018-03-13 11:31,0:30,11:01:00,11:31:00,2018,3,13,2018-03-13,11,11,Right lane blocked,3,0,33,82,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2018-03-13 10:51,2018-03-13 10:51,36,Day,Day,27.1,86,29.61,2,NW,13.8,0.01,Light Snow,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
363,94,10,40.74324,-73.83762,0,0,2017-01-20 17:43,2017-01-20 18:28,0:45,17:43:00,18:28:00,2017,1,20,2017-01-20,17,18,Two lanes blocked,3,0.01,15,72,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2017-01-20 17:51,2017-01-20 17:51,43,Day,Day,39.5,76,29.94,7,Variable,5.8,0.03,Light Rain,0,0,0,0,0,0,0,0,0,0,0,0,Night,Day,Day,Day
364,94,10,40.74324,-73.83762,0,0,2017-02-28 18:50,2017-02-28 19:34,0:44,18:50:00,19:34:00,2017,2,28,2017-02-28,18,19,One lane blocked ,3,0.01,13,82,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2017-02-28 18:51,2017-02-28 18:51,55,Night,Day,0,86,30.15,1.5,ESE,8.1,0,Overcast,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Day,Day
365,94,10,40.74324,-73.83762,40.74324,-73.83762,2017-10-12 19:00,2017-10-12 19:45,0:45,19:00:00,19:45:00,2017,10,12,2017-10-12,19,19,One lane blocked ,3,0,28,85,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2017-10-12 18:51,2017-10-12 18:51,64,Day,Day,0,48,30.35,10,East,10.4,0,Scattered Clouds,0,0,0,0,0,0,0,0,0,0,0,0,Night,Day,Day,Day
366,94,10,40.74324,-73.83762,0,0,2016-12-22 20:50,2016-12-22 21:35,0:45,20:50:00,21:35:00,2016,12,22,2016-12-22,20,21,One lane blocked ,3,0.01,38,80,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2016-12-22 20:51,2016-12-22 20:51,42.1,Night,Night,33.1,55,30.11,10,WNW,20.7,0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Night,Night
367,94,10,40.74324,-73.83762,40.74324,-73.83762,2018-04-28 20:47,2018-04-28 21:32,0:45,20:47:00,21:32:00,2018,4,28,2018-04-28,20,21,Right and center lane blocked,3,0,38,82,0,Van Wyck Expy N,County Highways,R,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2018-04-28 20:51,2018-04-28 20:51,57,Day,Day,0,72,29.85,10,North,13.8,0,Light Rain,0,0,0,0,0,0,0,0,0,0,0,0,Night,Day,Day,Day
368,92,11,40.74421,-73.77165,40.74421,-73.77165,2018-07-03 1:44,2018-07-03 2:28,0:44,1:44:00,2:28:00,2018,7,3,2018-07-03,1,2,Two lanes blocked,3,0,39,87,0,Long Island Expy W,County Highways,R,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2018-07-03 1:51,2018-07-03 1:51,80.1,Night,Night,0,81,30.1,10,East,3.5,0,Scattered Clouds,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Night,Night
369,92,11,40.74421,-73.77165,40.74421,-73.77165,2016-07-28 7:12,2016-07-28 7:57,0:45,7:12:00,7:57:00,2016,7,28,2016-07-28,7,7,Two lanes blocked,3,0,22,81,0,Long Island Expy W,County Highways,R,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2016-07-28 6:51,2016-07-28 6:51,80.1,Day,Day,0,79,29.91,10,Calm,0,0,Scattered Clouds,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
370,92,11,40.74421,-73.77165,40.74421,-73.77165,2018-02-07 10:03,2018-02-07 10:33,0:30,10:03:00,10:33:00,2018,2,7,2018-02-07,10,10,Two lanes blocked,3,0,32,82,0,Long Island Expy W,County Highways,R,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2018-02-07 10:03,2018-02-07 10:03,30,Day,Day,21.1,85,30.32,2.5,NE,10.4,0.02,Light Snow,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
371,92,11,40.74421,-73.77165,40.74421,-73.77165,2018-05-11 10:34,2018-05-11 11:04,0:30,10:34:00,11:04:00,2018,5,11,2018-05-11,10,11,Right lane blocked,3,0,32,88,0,Long Island Expy W,County Highways,R,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2018-05-11 10:51,2018-05-11 10:51,64.9,Day,Day,0,34,30,10,NW,13.8,0,Scattered Clouds,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
372,92,11,40.74421,-73.77165,40.74421,-73.77165,2018-05-24 11:24,2018-05-24 11:54,0:30,11:24:00,11:54:00,2018,5,24,2018-05-24,11,11,Two lanes blocked,3,0,33,88,0,Long Island Expy W,County Highways,R,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2018-05-24 11:51,2018-05-24 11:51,78.1,Day,Day,0,21,30.13,10,NNE,8.1,0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
373,92,11,40.74421,-73.77165,40.74421,-73.77165,2016-08-23 15:26,2016-08-23 16:25,0:59,15:26:00,16:25:00,2016,8,23,2016-08-23,15,16,Right lane blocked,3,0,20,74,0,Long Island Expy W,County Highways,R,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2016-08-23 15:51,2016-08-23 15:51,82.9,Day,Day,0,32,30.25,10,Variable,6.9,0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
374,92,11,40.74421,-73.77165,40.74421,-73.77165,2016-07-04 17:57,2016-07-04 18:55,0:58,17:57:00,18:55:00,2016,7,4,2016-07-04,17,18,Two lanes blocked,3,0,15,82,0,Long Island Expy W,County Highways,R,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2016-07-04 17:51,2016-07-04 17:51,78.1,Day,Day,0,66,29.98,10,SSE,17.3,0,Overcast,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
375,92,11,40.74421,-73.77165,40.74421,-73.77165,2017-07-10 19:24,2017-07-10 20:09,0:45,19:24:00,20:09:00,2017,7,10,2017-07-10,19,20,Right lane blocked,3,0,28,82,0,Long Island Expy W,County Highways,R,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2017-07-10 19:51,2017-07-10 19:51,80.1,Day,Day,0,64,29.96,10,South,15,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
376,92,11,40.74421,-73.77165,0,0,2016-11-11 20:00,2016-11-11 20:45,0:45,20:00:00,20:45:00,2016,11,11,2016-11-11,20,20,Left and center lane blocked ,3,0.01,38,88,0,Long Island Expy W,County Highways,R,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2016-11-11 19:51,2016-11-11 19:51,48,Night,Night,0,41,30.05,10,NW,21.9,0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Night,Night
377,92,11,40.74421,-73.77165,40.74421,-73.77165,2018-05-11 20:19,2018-05-11 21:04,0:45,20:19:00,21:04:00,2018,5,11,2018-05-11,20,21,Left and center lane blocked ,3,0,38,88,0,Long Island Expy W,County Highways,R,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2018-05-11 19:51,2018-05-11 19:51,68,Day,Day,0,30,30.05,10,NW,8.1,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
378,92,11,40.74421,-73.77165,0,0,2018-05-11 22:03,2018-05-11 22:47,0:44,22:03:00,22:47:00,2018,5,11,2018-05-11,22,22,Left and center lane blocked ,3,1,36,88,0,Long Island Expy W,County Highways,R,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2018-05-11 21:51,2018-05-11 21:51,66.9,Night,Night,0,30,30.09,10,NNW,8.1,0,Overcast,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Night,Night
379,55,10,40.75356,-73.74442,40.75356,-73.74442,2018-04-03 5:38,2018-04-03 6:07,0:29,5:38:00,6:07:00,2018,4,3,2018-04-03,5,6,Right lane blocked,2,0,38,84,0,Cross Island Pkwy S,County Highways,R,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2018-04-03 5:51,2018-04-03 5:51,39,Day,Day,35.7,79,30.19,10,South,4.6,0,Mostly Cloudy,0,0,0,0,1,0,0,0,0,0,0,0,Night,Day,Day,Day
